N_Queens,fitness,iterations,time_in_seconds
11,-0.0,10,0.765625
11,-0.0,10,0.78125
11,-0.0,10,0.75
11,-0.0,10,0.796875
11,-0.0,10,0.765625
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,20,1.5
11,-0.0,10,0.765625
11,-0.0,10,0.796875
11,-0.0,0,0.046875
11,-0.0,10,0.765625
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.765625
11,-0.0,20,1.484375
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.765625
11,-0.0,30,2.15625
11,-0.0,120,8.578125
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.765625
11,-0.0,10,0.78125
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.78125
11,-0.0,20,1.5
11,-0.0,10,0.765625
11,-0.0,370,26.046875
11,-0.0,10,0.78125
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,20,1.46875
11,-0.0,10,0.765625
11,-0.0,360,25.71875
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,30,2.15625
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,60,4.28125
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,150,10.640625
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,50,3.59375
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,40,2.875
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,20,1.46875
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.875
11,-0.0,10,0.78125
11,-0.0,40,2.9375
11,-0.0,70,5.015625
11,-0.0,130,9.265625
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,0,0.046875
11,-0.0,10,0.765625
11,-0.0,90,6.359375
11,-0.0,20,1.453125
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.765625
11,-0.0,20,1.46875
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,0,0.046875
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,20,1.46875
11,-0.0,10,0.765625
11,-0.0,10,0.765625
11,-0.0,620,43.875
11,-0.0,50,3.625
11,-0.0,1320,93.125
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,110,7.8125
11,-0.0,10,0.75
11,-0.0,110,7.828125
11,-0.0,10,0.765625
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,60,4.28125
11,-0.0,270,19.0625
11,-0.0,20,1.453125
11,-0.0,20,1.453125
11,-0.0,10,0.78125
11,-0.0,10,0.765625
11,-0.0,10,0.765625
11,-0.0,10,0.765625
11,-0.0,60,4.34375
11,-0.0,10,0.765625
11,-0.0,0,0.046875
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.734375
11,-0.0,20,1.484375
11,-0.0,10,0.78125
11,-0.0,30,2.140625
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,20,1.453125
11,-0.0,110,7.765625
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,20,1.453125
11,-0.0,10,0.765625
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.78125
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.765625
11,-0.0,10,0.765625
11,-0.0,10,0.765625
11,-0.0,380,26.859375
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,60,4.265625
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.78125
11,-0.0,30,2.203125
11,-0.0,10,0.78125
11,-0.0,10,0.78125
11,-0.0,40,2.90625
11,-0.0,10,0.734375
11,-0.0,10,0.765625
11,-0.0,300,21.125
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.734375
11,-0.0,100,7.09375
11,-0.0,20,1.453125
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.734375
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,20,1.46875
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,20,1.453125
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,20,1.453125
11,-0.0,10,0.796875
11,-0.0,10,0.78125
11,-0.0,20,1.453125
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,20,1.453125
11,-0.0,10,0.765625
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,1330,92.640625
11,-0.0,1760,117.0625
11,-0.0,40,2.71875
11,-0.0,10,0.703125
11,-0.0,30,2.0625
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.75
11,-0.0,10,0.71875
11,-0.0,30,2.0625
11,-0.0,10,0.71875
11,-0.0,10,0.734375
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,20,1.375
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.734375
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,80,5.328125
11,-0.0,20,1.390625
11,-0.0,20,1.375
11,-0.0,10,0.71875
11,-0.0,20,1.359375
11,-0.0,10,0.703125
11,-0.0,20,1.375
11,-0.0,10,0.71875
11,-0.0,10,0.734375
11,-0.0,10,0.703125
11,-0.0,130,8.828125
11,-0.0,120,8.015625
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.703125
11,-0.0,0,0.0625
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,30,2.046875
11,-0.0,10,0.71875
11,-0.0,10,0.703125
11,-0.0,20,1.390625
11,-0.0,20,1.375
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.734375
11,-0.0,10,0.703125
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,40,2.6875
11,-0.0,350,23.3125
11,-0.0,10,0.71875
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,20,1.359375
11,-0.0,10,0.734375
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,0,0.046875
11,-0.0,10,0.71875
11,-0.0,10,0.734375
11,-0.0,10,0.71875
11,-0.0,120,8.03125
11,-0.0,10,0.71875
11,-0.0,40,2.6875
11,-0.0,20,1.390625
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.703125
11,-0.0,20,1.390625
11,-0.0,510,34.09375
11,-0.0,10,0.71875
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.75
11,-0.0,20,1.484375
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,20,1.390625
11,-0.0,90,6.03125
11,-0.0,10,0.734375
11,-0.0,30,2.046875
11,-0.0,30,2.046875
11,-0.0,10,0.703125
11,-0.0,10,0.734375
11,-0.0,10,0.703125
11,-0.0,0,0.0625
11,-0.0,20,1.375
11,-0.0,10,0.71875
11,-0.0,10,0.734375
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,130,8.71875
11,-0.0,90,6.03125
11,-0.0,160,10.6875
11,-0.0,60,4.046875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.703125
11,-0.0,20,1.375
11,-0.0,10,0.71875
11,-0.0,20,1.375
11,-0.0,10,0.71875
11,-0.0,20,1.375
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,40,2.71875
11,-0.0,0,0.046875
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.703125
11,-0.0,10,0.71875
11,-0.0,10,0.71875
11,-0.0,10,0.703125
11,-0.0,20,1.375
11,-0.0,20,1.390625
11,-0.0,10,0.78125
11,-0.0,70,4.84375
11,-0.0,10,0.734375
11,-0.0,10,0.75
11,-0.0,10,0.765625
11,-0.0,0,0.046875
11,-0.0,20,1.4375
11,-0.0,10,0.734375
11,-0.0,10,0.71875
11,-0.0,10,0.734375
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.75
11,-0.0,10,0.78125
11,-0.0,10,0.75
11,-0.0,10,0.75
